iata,name,country,tz
TTR,Pongtiku Airport,Indonesia,Asia/Makassar
TTT,Taitung Airport,Taiwan,Asia/Taipei
TTU,Saniat R'mel Airport,Morocco,Africa/Casablanca
TUA,Teniente Coronel Luis a Mantilla Airport,Ecuador,America/Guayaquil
TUB,Tubuai Airport,French Polynesia,Pacific/Tahiti
TUC,Teniente Benjamin Matienzo Airport,Argentina,America/Argentina/Tucuman
TUD,Tambacounda Airport,Senegal,Africa/Dakar
TUF,Tours-Val-de-Loire Airport,France,Europe/Paris
TUG,Tuguegarao Airport,Philippines,Asia/Manila
TUI,Turaif Domestic Airport,Saudi Arabia,Asia/Riyadh
TUK,Turbat International Airport,Pakistan,Asia/Karachi
TUL,Tulsa International Airport,United States,America/Chicago
TUM,Tumut Airport,Australia,
TUN,Tunis Carthage International Airport,Tunisia,Africa/Tunis
TUO,Taupo Airport,New Zealand,Pacific/Auckland
TUP,Tupelo Regional Airport,United States,America/Chicago
TUR,Tucuruí Airport,Brazil,America/Belem
TUS,Tucson International Airport,United States,America/Phoenix
TUU,Tabuk Airport,Saudi Arabia,Asia/Riyadh
TUV,Tucupita Airport,Venezuela,America/Caracas
TVA,Morafenobe Airport,Madagascar,Indian/Antananarivo
TVC,Cherry Capital Airport,United States,America/New_York
TVF,Thief River Falls Regional Airport,United States,America/Chicago
TVI,Thomasville Regional Airport,United States,America/New_York
TVL,Lake Tahoe Airport,United States,America/Los_Angeles
TVU,Matei Airport,Fiji,Pacific/Fiji
TVY,Dawei Airport,Burma,Asia/Rangoon
TWB,Toowoomba Airport,Australia,Australia/Brisbane
TWF,Joslin Field Magic Valley Regional Airport,United States,America/Denver
TWT,Sanga Sanga Airport,Philippines,Asia/Manila
TWU,Tawau Airport,Malaysia,Asia/Kuala_Lumpur
TWZ,Pukaki Airport,New Zealand,Pacific/Auckland
TXF,9 de Maio - Teixeira de Freitas Airport,Brazil,
TXG,Taichung Airport,Taiwan,Asia/Taipei
TXK,Texarkana Regional Webb Field,United States,America/Chicago
TXL,Berlin-Tegel Airport,Germany,Europe/Berlin
TXN,Tunxi International Airport,China,Asia/Shanghai
TYB,Tibooburra Airport,Australia,
TYF,Torsby Airport,Sweden,Europe/Stockholm
TYL,Capitan Montes Airport,Peru,America/Lima
TYM,Staniel Cay Airport,Bahamas,America/Nassau
TYN,Taiyuan Wusu Airport,China,Asia/Shanghai
TYR,Tyler Pounds Regional Airport,United States,America/Chicago
TYS,McGhee Tyson Airport,United States,America/New_York
TZL,Tuzla International Airport,Bosnia and Herzegovina,Europe/Sarajevo
TZR,Taszár Air Base,United States,Europe/Budapest
TZX,Trabzon International Airport,Turkey,Europe/Istanbul
UAB,İncirlik Air Base,Turkey,Europe/Istanbul
UAH,Ua Huka Airport,French Polynesia,Pacific/Marquesas
UAI,Suai Airport,East Timor,Asia/Dili
UAK,Narsarsuaq Airport,Greenland,America/Godthab
UAM,Andersen Air Force Base,Guam,Pacific/Guam
UAP,Ua Pou Airport,French Polynesia,Pacific/Marquesas
UAQ,Domingo Faustino Sarmiento Airport,Argentina,America/Argentina/San_Juan
UAR,Bouarfa Airport,Morocco,Africa/Casablanca
UAS,Buffalo Spring,Kenya,Africa/Nairobi
UBA,Mário de Almeida Franco Airport,Brazil,America/Sao_Paulo
UBB,Mabuiag Island Airport,Australia,Australia/Brisbane
UBJ,Yamaguchi Ube Airport,Japan,Asia/Tokyo
UBP,Ubon Ratchathani Airport,Thailand,Asia/Bangkok
UBT,Ubatuba Airport,Brazil,
UCB,Ulanqab Jining Airport,China,
UCK,Lutsk Airport,Ukraine,Europe/Kiev
UCT,Ukhta Airport,Russia,Europe/Moscow
UDD,Bermuda Dunes Airport,United States,America/Los_Angeles
UDI,Ten. Cel. Aviador César Bombonato Airport,Brazil,America/Sao_Paulo
UDJ,Uzhhorod International Airport,Ukraine,Europe/Kiev
UDR,Maharana Pratap Airport,India,Asia/Calcutta
UEL,Quelimane Airport,Mozambique,Africa/Maputo
UEO,Kumejima Airport,Japan,Asia/Tokyo
UET,Quetta International Airport,Pakistan,Asia/Karachi
UFA,Ufa International Airport,Russia,Asia/Yekaterinburg
UGA,Bulgan Airport,Mongolia,Asia/Ulaanbaatar
UGC,Urgench Airport,Uzbekistan,Asia/Samarkand
UGN,Waukegan National Airport,United States,America/Chicago
UGO,Uige Airport,Angola,Africa/Luanda
UGU,Bilogai-Sugapa Airport,Indonesia,
UHE,Kunovice Airport,Czech Republic,Europe/Prague
UIB,El Caraño Airport,Colombia,America/Bogota
UIH,Phu Cat Airport,Vietnam,Asia/Saigon
UII,Utila Airport,Honduras,America/Tegucigalpa
UIK,Ust-Ilimsk Airport,Russia,Asia/Irkutsk
UIN,Quincy Regional Baldwin Field,United States,America/Chicago
UIO,Mariscal Sucre International Airport,Ecuador,America/Guayaquil
UIP,Quimper-Cornouaille Airport,France,Europe/Paris
UJE,Ujae Atoll Airport,Marshall Islands,Pacific/Majuro
UKA,Ukunda Airstrip,Kenya,Africa/Nairobi
UKB,Kobe Airport,Japan,Asia/Tokyo
UKG,Ust-Kuyga Airport,Russia,
UKI,Ukiah Municipal Airport,United States,
UKK,Ust-Kamennogorsk Airport,Kazakhstan,Asia/Qyzylorda
UKS,Belbek Airport,Ukraine,Europe/Simferopol
UKT,Quakertown Airport,United States,
UKX,Ust-Kut Airport,Russia,Asia/Irkutsk
ULA,Capitan D Daniel Vazquez Airport,Argentina,America/Argentina/Rio_Gallegos
ULB,Uléi Airport,Vanuatu,Pacific/Efate
ULD,Prince Mangosuthu Buthelezi Airport,South Africa,Africa/Johannesburg
ULG,Ulgii Mongolei Airport,Mongolia,Asia/Hovd
ULH,Majeed Bin Abdulaziz Airport,Saudi Arabia,Asia/Riyadh
ULK,Lensk Airport,Russia,Asia/Yakutsk
ULN,Chinggis Khaan International Airport,Mongolia,Asia/Ulaanbaatar
ULO,Ulaangom Airport,Mongolia,Asia/Hovd
ULP,Quilpie Airport,Australia,Australia/Brisbane
ULQ,Heriberto Gíl Martínez Airport,Colombia,America/Bogota
ULU,Gulu Airport,Uganda,Africa/Kampala
ULV,Ulyanovsk Baratayevka Airport,Russia,Europe/Samara
ULY,Ulyanovsk East Airport,Russia,Europe/Samara
ULZ,Donoi Airport,Mongolia,Asia/Ulaanbaatar
UMD,Uummannaq Heliport,Greenland,America/Godthab
UME,Umeå Airport,Sweden,Europe/Stockholm
UMR,Woomera Airfield,Australia,Australia/Adelaide
UMS,Ust-Maya Airport,Russia,Asia/Yakutsk
UMU,Umuarama Airport,Brazil,America/Sao_Paulo
UNA,Hotel Transamérica Airport,Brazil,America/Fortaleza
UND,Konduz Airport,Afghanistan,Asia/Kabul
UNG,Kiunga Airport,Papua New Guinea,Pacific/Port_Moresby
UNI,Union Island International Airport,Saint Vincent and the Grenadines,America/St_Vincent
UNK,Unalakleet Airport,United States,America/Anchorage
UNN,Ranong Airport,Thailand,Asia/Bangkok
UNT,Unst Airport,United Kingdom,Europe/London
UOL,Buol Airport,Indonesia,
UOS,Franklin County Airport,United States,America/Chicago
UOX,University Oxford Airport,United States,
UPB,Playa Baracoa Airport,Cuba,America/Havana
UPG,Hasanuddin International Airport,Indonesia,Asia/Makassar
UPL,Upala Airport,Costa Rica,
UPN,Licenciado y General Ignacio Lopez Rayon Airport,Mexico,America/Mexico_City
UPP,Upolu Airport,United States,Pacific/Honolulu
URA,Uralsk Airport,Kazakhstan,Asia/Oral
URC,Ürümqi Diwopu International Airport,China,Asia/Shanghai
URD,Burg Feuerstein Airport,Germany,Europe/Berlin
URE,Kuressaare Airport,Estonia,Europe/Tallinn
URG,Rubem Berta Airport,Brazil,America/Sao_Paulo
URJ,Uray Airport,Russia,Asia/Yekaterinburg
URO,Rouen Airport,France,Europe/Paris
URS,Kursk East Airport,Russia,Europe/Moscow
URT,Surat Thani Airport,Thailand,Asia/Bangkok
URY,Gurayat Domestic Airport,Saudi Arabia,Asia/Riyadh
USA,Concord-Padgett Regional Airport,United States,America/New_York
USH,Malvinas Argentinas Airport,Argentina,America/Argentina/Ushuaia
USI,Mabaruma Airport,Guyana,America/Guyana
USK,Usinsk Airport,Russia,Europe/Moscow
USM,Samui Airport,Thailand,Asia/Bangkok
USN,Ulsan Airport,South Korea,Asia/Seoul
USQ,Uşak Airport,Turkey,Europe/Istanbul
USR,Ust-Nera Airport,Russia,Asia/Vladivostok
USS,Sancti Spiritus Airport,Cuba,America/Havana
UST,Northeast Florida Regional Airport,United States,America/New_York
USU,Francisco B. Reyes Airport,Philippines,Asia/Manila
UTA,Mutare Airport,Zimbabwe,Africa/Harare
UTC,Soesterberg Air Base,Netherlands,Europe/Amsterdam
UTH,Udon Thani Airport,Thailand,Asia/Bangkok
UTI,Utti Air Base,Finland,Europe/Helsinki
UTK,Utirik Airport,Marshall Islands,Pacific/Majuro
UTM,Tunica Municipal Airport,United States,America/Chicago
UTN,Pierre Van Ryneveld Airport,South Africa,Africa/Johannesburg
UTO,Indian Mountain LRRS Airport,United States,America/Anchorage
UTP,U-Tapao International Airport,Thailand,Asia/Bangkok
UTS,Ust-Tsylma Airport,Russia,Europe/Moscow
UTT,K. D. Matanzima Airport,South Africa,Africa/Johannesburg
UTW,Queenstown Airport,South Africa,Africa/Johannesburg
UUA,Bugulma Airport,Russia,Europe/Moscow
UUD,Ulan-Ude Airport (Mukhino),Russia,Asia/Irkutsk
UUK,Ugnu-Kuparuk Airport,United States,America/Anchorage
UUN,Baruun Urt Airport,Mongolia,
UUS,Yuzhno-Sakhalinsk Airport,Russia,Asia/Srednekolymsk
UVA,Garner Field,United States,America/Chicago
UVE,Ouvéa Airport,New Caledonia,Pacific/Noumea
UVF,Hewanorra International Airport,Saint Lucia,America/St_Lucia
UYL,Nyala Airport,Sudan,Africa/Khartoum
UYN,Yulin Yuyang Airport,China,Asia/Shanghai
UYU,Uyuni Airport,Bolivia,America/La_Paz
UZR,Urzhar Airport,Kazakhstan,
UZU,Curuzu Cuatia Airport,Argentina,America/Cordoba
VAA,Vaasa Airport,Finland,Europe/Helsinki
VAD,Moody Air Force Base,United States,America/New_York
VAF,Valence-Chabeuil Airport,France,Europe/Paris
VAG,Major Brigadeiro Trompowsky Airport,Brazil,America/Sao_Paulo
VAI,Vanimo Airport,Papua New Guinea,Pacific/Port_Moresby
VAK,Chevak Airport,United States,America/Anchorage
VAL,Valença Airport,Brazil,America/Fortaleza
VAM,Villa Airport,Maldives,Indian/Maldives
VAN,Van Ferit Melen Airport,Turkey,Europe/Istanbul
VAO,Suavanao Airport,Solomon Islands,Pacific/Guadalcanal
VAR,Varna Airport,Bulgaria,Europe/Sofia
VAS,Sivas Nuri Demirağ Airport,Turkey,Europe/Istanbul
VAV,Vava'u International Airport,Tonga,Pacific/Tongatapu
VAW,"Vardø Airport, Svartnes",Norway,Europe/Oslo
VBA,Ann Airport,Burma,Asia/Rangoon
VBG,Vandenberg Air Force Base,United States,America/Los_Angeles
VBP,Bokpyinn Airport,Burma,Asia/Rangoon
VBS,Brescia Airport,Italy,Europe/Rome
VBV,Vanua Balavu Airport,Fiji,Pacific/Fiji
VBY,Visby Airport,Sweden,Europe/Stockholm
VCA,Can Tho International Airport,Vietnam,Asia/Saigon
VCD,Victoria River Downs Airport,Australia,Australia/Darwin
VCE,Venice Marco Polo Airport,Italy,Europe/Rome
VCL,Chu Lai International Airport,Vietnam,Asia/Saigon
VCP,Viracopos International Airport,Brazil,America/Sao_Paulo
VCR,Carora Airport,Venezuela,America/Caracas
VCS,Co Ong Airport,Vietnam,Asia/Saigon
VCT,Victoria Regional Airport,United States,America/Chicago
VCV,Southern California Logistics Airport,United States,America/Los_Angeles
VDA,Ovda International Airport,Israel,Asia/Jerusalem
VDB,Leirin Airport,Norway,Europe/Oslo
VDC,Vitória da Conquista Airport,Brazil,America/Fortaleza
VDE,Hierro Airport,Spain,Atlantic/Canary
VDH,Dong Hoi Airport,Vietnam,Asia/Saigon
VDI,Vidalia Regional Airport,United States,
VDM,Gobernador Castello Airport,Argentina,America/Argentina/Salta
VDP,Valle de La Pascua Airport,Venezuela,America/Caracas
VDR,Villa Dolores Airport,Argentina,America/Cordoba
VDS,Vadsø Airport,Norway,Europe/Oslo
VDY,Vijayanagar Aerodrome (JSW),India,
VDZ,Valdez Pioneer Field,United States,America/Anchorage
VEE,Venetie Airport,United States,America/Anchorage
VEL,Vernal Regional Airport,United States,America/Denver
VER,General Heriberto Jara International Airport,Mexico,America/Mexico_City
VEY,Vestmannaeyjar Airport,Iceland,Atlantic/Reykjavik
VFA,Victoria Falls International Airport,Zimbabwe,Africa/Harare
VGA,Vijayawada Airport,India,Asia/Calcutta
VGD,Vologda Airport,Russia,Europe/Moscow
VGO,Vigo Airport,Spain,Europe/Madrid
VGT,North Las Vegas Airport,United States,America/Los_Angeles
VGZ,Villa Garzón Airport,Colombia,America/Bogota
VHC,Saurimo Airport,Angola,Africa/Luanda
VHM,Vilhelmina Airport,Sweden,Europe/Stockholm
VHV,Verkhnevilyuisk Airport,Russia,
VHY,Vichy-Charmeil Airport,France,Europe/Paris
VHZ,Vahitahi Airport,French Polynesia,
VIC,Vicenza Airport,Italy,Europe/Rome
VIE,Vienna International Airport,Austria,Europe/Vienna
VIG,Juan Pablo Pérez Alfonso Airport,Venezuela,America/Caracas
VII,Vinh Airport,Vietnam,Asia/Saigon
VIJ,Virgin Gorda Airport,British Virgin Islands,America/Tortola
VIL,Dakhla Airport,Western Sahara,Africa/El_Aaiun
VIN,Vinnytsia/Gavyryshivka Airport,Ukraine,Europe/Kiev
VIR,Virginia Airport,South Africa,Africa/Johannesburg
VIS,Visalia Municipal Airport,United States,America/Los_Angeles
VIT,Vitoria/Foronda Airport,Spain,Europe/Madrid
VIX,Eurico de Aguiar Salles Airport,Brazil,America/Sao_Paulo
VIY,Villacoublay-Vélizy (BA 107) Air Base,France,Europe/Paris
VKG,Rach Gia Airport,Vietnam,Asia/Saigon
VKO,Vnukovo International Airport,Russia,Europe/Moscow
VKT,Vorkuta Airport,Russia,Europe/Moscow
VLC,Valencia Airport,Spain,Europe/Madrid
VLD,Valdosta Regional Airport,United States,America/New_York
VLG,Villa Gesell Airport,Argentina,America/Buenos_Aires
VLI,Bauerfield International Airport,Vanuatu,Pacific/Efate
VLK,Volgodonsk Airport,Russia,
VLL,Valladolid Airport,Spain,Europe/Madrid
VLM,Teniente Coronel Rafael Pabón Airport,Bolivia,America/La_Paz
VLN,Arturo Michelena International Airport,Venezuela,America/Caracas
VLP,Vila Rica Airport,Brazil,
VLR,Vallenar Airport,Chile,America/Santiago
VLS,Valesdir Airport,Vanuatu,Pacific/Efate
VLU,Velikiye Luki Airport,Russia,Europe/Moscow
VLV,Dr. Antonio Nicolás Briceño Airport,Venezuela,America/Caracas
VLY,Anglesey Airport,United Kingdom,Europe/London
VME,Villa Reynolds Airport,Argentina,America/Argentina/San_Luis
VMU,Baimuru Airport,Papua New Guinea,Pacific/Port_Moresby
VNA,Saravane Airport,Laos,Asia/Vientiane
VNC,Venice Municipal Airport,United States,America/New_York
VNE,Vannes-Meucon Airport,France,Europe/Paris
VNO,Vilnius International Airport,Lithuania,Europe/Vilnius
VNS,Lal Bahadur Shastri Airport,India,Asia/Calcutta
VNT,Ventspils International Airport,Latvia,Europe/Riga
VNX,Vilankulo Airport,Mozambique,Africa/Maputo
VNY,Van Nuys Airport,United States,America/Los_Angeles
VOD,Vodochody Airport,Czech Republic,Europe/Prague
VOG,Volgograd International Airport,Russia,Europe/Moscow
VOH,Vohimarina Airport,Madagascar,Indian/Antananarivo
VOK,Volk Field,United States,America/Chicago
VOL,Nea Anchialos Airport,Greece,Europe/Athens
VOZ,Voronezh International Airport,Russia,Europe/Moscow
VPE,Ngjiva Pereira Airport,Angola,Africa/Luanda
VPN,Vopnafjörður Airport,Iceland,Atlantic/Reykjavik
VPS,Destin-Ft Walton Beach Airport,United States,America/Chicago
VPY,Chimoio Airport,Mozambique,Africa/Maputo
VPZ,Porter County Municipal Airport,United States,
VQQ,Cecil Airport,United States,America/New_York
VQS,Vieques Airport,Puerto Rico,America/Puerto_Rico
VRA,Juan Gualberto Gomez International Airport,Cuba,America/Havana
VRB,Vero Beach Regional Airport,United States,America/New_York
VRC,Virac Airport,Philippines,Asia/Manila
VRE,Vredendal Airport,South Africa,Africa/Johannesburg
VRK,Varkaus Airport,Finland,Europe/Helsinki
VRL,Vila Real Airport,Portugal,Europe/Lisbon
VRN,Verona Villafranca Airport,Italy,Europe/Rome
VRO,Kawama Airport,Cuba,America/Havana
VRU,Vryburg Airport,South Africa,Africa/Johannesburg
VRY,Værøy Heliport,Norway,Europe/Oslo
VSA,Carlos Rovirosa Pérez International Airport,Mexico,America/Mexico_City
VSE,Aerodromo Goncalves Lobato (Viseu Airport),Portugal,Europe/Lisbon
VSG,Luhansk International Airport,Ukraine,Europe/Kiev
VST,Stockholm Västerås Airport,Sweden,Europe/Stockholm
VTB,Vitebsk Vostochny Airport,Belarus,Europe/Minsk
VTE,Wattay International Airport,Laos,Asia/Vientiane
VTM,Nevatim Air Base,Israel,Asia/Jerusalem
VTN,Miller Field,United States,
VTU,Hermanos Ameijeiras Airport,Cuba,America/Havana
VTZ,Vishakhapatnam Airport,India,Asia/Calcutta
VUP,Alfonso López Pumarejo Airport,Colombia,America/Bogota
VUS,Velikiy Ustyug Airport,Russia,Europe/Moscow
VVC,Vanguardia Airport,Colombia,America/Bogota
VVI,Viru Viru International Airport,Bolivia,America/La_Paz
VVO,Vladivostok International Airport,Russia,Asia/Vladivostok
VVZ,Illizi Takhamalt Airport,Algeria,Africa/Algiers
VXC,Lichinga Airport,Mozambique,Africa/Maputo
VXE,São Pedro Airport,Cape Verde,Atlantic/Cape_Verde
VXO,Växjö Kronoberg Airport,Sweden,Europe/Stockholm
VYI,Vilyuisk Airport,Russia,
VYS,Illinois Valley Regional Airport-Walter A Duncan Field,United States,America/Chicago
WAA,Wales Airport,United States,America/Anchorage
WAE,Wadi Al Dawasir Airport,Saudi Arabia,Asia/Riyadh
WAF,Wana Airport,Pakistan,Asia/Karachi
WAG,Wanganui Airport,New Zealand,Pacific/Auckland
WAI,Ambalabe Airport,Madagascar,Indian/Antananarivo
WAL,Wallops Flight Facility Airport,United States,America/New_York
WAM,Ambatondrazaka Airport,Madagascar,Indian/Antananarivo
WAQ,Antsalova Airport,Madagascar,Indian/Antananarivo
WAR,Waris Airport,Indonesia,Asia/Jayapura
WAT,Waterford Airport,Ireland,Europe/Dublin
WAW,Warsaw Chopin Airport,Poland,Europe/Warsaw
WBG,Schleswig Air Base,Germany,Europe/Berlin
WBM,Wapenamanda Airport,Papua New Guinea,Pacific/Port_Moresby
WBQ,Beaver Airport,United States,America/Anchorage
WBU,Boulder Municipal Airport,United States,America/Denver
WBW,Wilkes Barre Wyoming Valley Airport,United States,America/New_York
WCH,Chaitén Airport,Chile,America/Santiago
WDH,Hosea Kutako International Airport,Namibia,Africa/Windhoek
WDR,Barrow County Airport,United States,America/New_York
WDS,Shiyan Wudangshan Airport,China,
WEF,Weifang Airport,China,Asia/Shanghai
WEH,Weihai Airport,China,Asia/Shanghai
WEI,Weipa Airport,Australia,Australia/Brisbane
WFI,Fianarantsoa Airport,Madagascar,Indian/Antananarivo
